MTU (CET),Demand (MW),Price (EUR/MWh)
06.04.2018 01:00 - 06.04.2018 02:00,3187,3187
06.04.2018 02:00 - 06.04.2018 03:00,3112,3112
06.04.2018 03:00 - 06.04.2018 04:00,3122,3122
06.04.2018 04:00 - 06.04.2018 05:00,3190,3190
06.04.2018 05:00 - 06.04.2018 06:00,3469,3469
06.04.2018 06:00 - 06.04.2018 07:00,3968,3968
06.04.2018 07:00 - 06.04.2018 08:00,4491,4491
06.04.2018 08:00 - 06.04.2018 09:00,4641,4641
06.04.2018 09:00 - 06.04.2018 10:00,4610,4610
06.04.2018 10:00 - 06.04.2018 11:00,4608,4608
06.04.2018 11:00 - 06.04.2018 12:00,4554,4554
06.04.2018 12:00 - 06.04.2018 13:00,4438,4438
06.04.2018 13:00 - 06.04.2018 14:00,4296,4296
06.04.2018 14:00 - 06.04.2018 15:00,4111,4111
06.04.2018 15:00 - 06.04.2018 16:00,3965,3965
06.04.2018 16:00 - 06.04.2018 17:00,3960,3960
06.04.2018 17:00 - 06.04.2018 18:00,4191,4191
06.04.2018 18:00 - 06.04.2018 19:00,4206,4206
06.04.2018 19:00 - 06.04.2018 20:00,3989,3989
06.04.2018 20:00 - 06.04.2018 21:00,3908,3908
06.04.2018 21:00 - 06.04.2018 22:00,3754,3754
06.04.2018 22:00 - 06.04.2018 23:00,3554,3554
06.04.2018 23:00 - 07.04.2018 00:00,3320,3320
07.04.2018 00:00 - 07.04.2018 01:00,3084,3084
07.04.2018 01:00 - 07.04.2018 02:00,2937,2937
07.04.2018 02:00 - 07.04.2018 03:00,2872,2872
07.04.2018 03:00 - 07.04.2018 04:00,2855,2855
07.04.2018 04:00 - 07.04.2018 05:00,2903,2903
07.04.2018 05:00 - 07.04.2018 06:00,2982,2982
07.04.2018 06:00 - 07.04.2018 07:00,3161,3161
07.04.2018 07:00 - 07.04.2018 08:00,3371,3371
07.04.2018 08:00 - 07.04.2018 09:00,3741,3741
07.04.2018 09:00 - 07.04.2018 10:00,3895,3895
07.04.2018 10:00 - 07.04.2018 11:00,3915,3915
07.04.2018 11:00 - 07.04.2018 12:00,3833,3833
07.04.2018 12:00 - 07.04.2018 13:00,3786,3786
07.04.2018 13:00 - 07.04.2018 14:00,3647,3647
07.04.2018 14:00 - 07.04.2018 15:00,3580,3580
07.04.2018 15:00 - 07.04.2018 16:00,3543,3543
07.04.2018 16:00 - 07.04.2018 17:00,3627,3627
07.04.2018 17:00 - 07.04.2018 18:00,3880,3880
07.04.2018 18:00 - 07.04.2018 19:00,3911,3911
07.04.2018 19:00 - 07.04.2018 20:00,3684,3684
07.04.2018 20:00 - 07.04.2018 21:00,3633,3633
07.04.2018 21:00 - 07.04.2018 22:00,3532,3532
07.04.2018 22:00 - 07.04.2018 23:00,3307,3307
07.04.2018 23:00 - 08.04.2018 00:00,3113,3113
08.04.2018 00:00 - 08.04.2018 01:00,2954,2954
08.04.2018 01:00 - 08.04.2018 02:00,2839,2839
08.04.2018 02:00 - 08.04.2018 03:00,2765,2765
08.04.2018 03:00 - 08.04.2018 04:00,2740,2740
08.04.2018 04:00 - 08.04.2018 05:00,2763,2763
08.04.2018 05:00 - 08.04.2018 06:00,2839,2839
08.04.2018 06:00 - 08.04.2018 07:00,2933,2933
08.04.2018 07:00 - 08.04.2018 08:00,3160,3160
08.04.2018 08:00 - 08.04.2018 09:00,3411,3411
08.04.2018 09:00 - 08.04.2018 10:00,3569,3569
08.04.2018 10:00 - 08.04.2018 11:00,3640,3640
08.04.2018 11:00 - 08.04.2018 12:00,3609,3609
08.04.2018 12:00 - 08.04.2018 13:00,3526,3526
08.04.2018 13:00 - 08.04.2018 14:00,3457,3457
08.04.2018 14:00 - 08.04.2018 15:00,3395,3395
08.04.2018 15:00 - 08.04.2018 16:00,3367,3367
08.04.2018 16:00 - 08.04.2018 17:00,3436,3436
08.04.2018 17:00 - 08.04.2018 18:00,3720,3720
08.04.2018 18:00 - 08.04.2018 19:00,3790,3790
08.04.2018 19:00 - 08.04.2018 20:00,3680,3680
08.04.2018 20:00 - 08.04.2018 21:00,3688,3688
08.04.2018 21:00 - 08.04.2018 22:00,3524,3524
08.04.2018 22:00 - 08.04.2018 23:00,3230,3230
08.04.2018 23:00 - 09.04.2018 00:00,2993,2993
09.04.2018 00:00 - 09.04.2018 01:00,2884,2884
09.04.2018 01:00 - 09.04.2018 02:00,2809,2809
09.04.2018 02:00 - 09.04.2018 03:00,2758,2758
09.04.2018 03:00 - 09.04.2018 04:00,2771,2771
09.04.2018 04:00 - 09.04.2018 05:00,2837,2837
09.04.2018 05:00 - 09.04.2018 06:00,3102,3102
09.04.2018 06:00 - 09.04.2018 07:00,3657,3657
09.04.2018 07:00 - 09.04.2018 08:00,4244,4244
09.04.2018 08:00 - 09.04.2018 09:00,4465,4465
09.04.2018 09:00 - 09.04.2018 10:00,4518,4518
09.04.2018 10:00 - 09.04.2018 11:00,4596,4596
09.04.2018 11:00 - 09.04.2018 12:00,4518,4518
09.04.2018 12:00 - 09.04.2018 13:00,4400,4400
09.04.2018 13:00 - 09.04.2018 14:00,4382,4382
09.04.2018 14:00 - 09.04.2018 15:00,4300,4300
09.04.2018 15:00 - 09.04.2018 16:00,4137,4137
09.04.2018 16:00 - 09.04.2018 17:00,4110,4110
09.04.2018 17:00 - 09.04.2018 18:00,4388,4388
09.04.2018 18:00 - 09.04.2018 19:00,4308,4308
09.04.2018 19:00 - 09.04.2018 20:00,4118,4118
09.04.2018 20:00 - 09.04.2018 21:00,4036,4036
09.04.2018 21:00 - 09.04.2018 22:00,3818,3818
09.04.2018 22:00 - 09.04.2018 23:00,3506,3506
09.04.2018 23:00 - 10.04.2018 00:00,3202,3202
10.04.2018 00:00 - 10.04.2018 01:00,3015,3015
10.04.2018 01:00 - 10.04.2018 02:00,2985,2985
10.04.2018 02:00 - 10.04.2018 03:00,2910,2910
10.04.2018 03:00 - 10.04.2018 04:00,2939,2939
10.04.2018 04:00 - 10.04.2018 05:00,3009,3009
10.04.2018 05:00 - 10.04.2018 06:00,3245,3245
10.04.2018 06:00 - 10.04.2018 07:00,3855,3855
10.04.2018 07:00 - 10.04.2018 08:00,4408,4408
10.04.2018 08:00 - 10.04.2018 09:00,4265,4265
10.04.2018 09:00 - 10.04.2018 10:00,3239,3239
10.04.2018 10:00 - 10.04.2018 11:00,3295,3295
10.04.2018 11:00 - 10.04.2018 12:00,3253,3253
10.04.2018 12:00 - 10.04.2018 13:00,3739,3739
10.04.2018 13:00 - 10.04.2018 14:00,4027,4027
10.04.2018 14:00 - 10.04.2018 15:00,3936,3936
10.04.2018 15:00 - 10.04.2018 16:00,3799,3799
10.04.2018 16:00 - 10.04.2018 17:00,4051,4051
10.04.2018 17:00 - 10.04.2018 18:00,4513,4513
10.04.2018 18:00 - 10.04.2018 19:00,4408,4408
10.04.2018 19:00 - 10.04.2018 20:00,4158,4158
10.04.2018 20:00 - 10.04.2018 21:00,4125,4125
10.04.2018 21:00 - 10.04.2018 22:00,4029,4029
10.04.2018 22:00 - 10.04.2018 23:00,3664,3664
10.04.2018 23:00 - 11.04.2018 00:00,3329,3329
11.04.2018 00:00 - 11.04.2018 01:00,3123,3123
11.04.2018 01:00 - 11.04.2018 02:00,3068,3068
11.04.2018 02:00 - 11.04.2018 03:00,3059,3059
11.04.2018 03:00 - 11.04.2018 04:00,3069,3069
11.04.2018 04:00 - 11.04.2018 05:00,3125,3125
11.04.2018 05:00 - 11.04.2018 06:00,3370,3370
11.04.2018 06:00 - 11.04.2018 07:00,3928,3928
11.04.2018 07:00 - 11.04.2018 08:00,4465,4465
11.04.2018 08:00 - 11.04.2018 09:00,4608,4608
11.04.2018 09:00 - 11.04.2018 10:00,4616,4616
11.04.2018 10:00 - 11.04.2018 11:00,4641,4641
11.04.2018 11:00 - 11.04.2018 12:00,4590,4590
11.04.2018 12:00 - 11.04.2018 13:00,4474,4474
11.04.2018 13:00 - 11.04.2018 14:00,4514,4514
11.04.2018 14:00 - 11.04.2018 15:00,4406,4406
11.04.2018 15:00 - 11.04.2018 16:00,4253,4253
11.04.2018 16:00 - 11.04.2018 17:00,4198,4198
11.04.2018 17:00 - 11.04.2018 18:00,4358,4358
11.04.2018 18:00 - 11.04.2018 19:00,4275,4275
11.04.2018 19:00 - 11.04.2018 20:00,4055,4055
11.04.2018 20:00 - 11.04.2018 21:00,3977,3977
11.04.2018 21:00 - 11.04.2018 22:00,3863,3863
11.04.2018 22:00 - 11.04.2018 23:00,3552,3552
11.04.2018 23:00 - 12.04.2018 00:00,3236,3236
12.04.2018 00:00 - 12.04.2018 01:00,3047,3047
12.04.2018 01:00 - 12.04.2018 02:00,2972,2972
12.04.2018 02:00 - 12.04.2018 03:00,2933,2933
12.04.2018 03:00 - 12.04.2018 04:00,2960,2960
12.04.2018 04:00 - 12.04.2018 05:00,3049,3049
12.04.2018 05:00 - 12.04.2018 06:00,3313,3313
12.04.2018 06:00 - 12.04.2018 07:00,3844,3844
12.04.2018 07:00 - 12.04.2018 08:00,4434,4434
12.04.2018 08:00 - 12.04.2018 09:00,4585,4585
12.04.2018 09:00 - 12.04.2018 10:00,4559,4559
12.04.2018 10:00 - 12.04.2018 11:00,4546,4546
12.04.2018 11:00 - 12.04.2018 12:00,4519,4519
12.04.2018 12:00 - 12.04.2018 13:00,4409,4409
12.04.2018 13:00 - 12.04.2018 14:00,4427,4427
12.04.2018 14:00 - 12.04.2018 15:00,4306,4306
12.04.2018 15:00 - 12.04.2018 16:00,4108,4108
12.04.2018 16:00 - 12.04.2018 17:00,4067,4067
12.04.2018 17:00 - 12.04.2018 18:00,4276,4276
12.04.2018 18:00 - 12.04.2018 19:00,4243,4243
12.04.2018 19:00 - 12.04.2018 20:00,4069,4069
12.04.2018 20:00 - 12.04.2018 21:00,4018,4018
12.04.2018 21:00 - 12.04.2018 22:00,3813,3813
12.04.2018 22:00 - 12.04.2018 23:00,3490,3490
12.04.2018 23:00 - 13.04.2018 00:00,3225,3225
13.04.2018 00:00 - 13.04.2018 01:00,3037,3037
13.04.2018 01:00 - 13.04.2018 02:00,2956,2956
13.04.2018 02:00 - 13.04.2018 03:00,2884,2884
13.04.2018 03:00 - 13.04.2018 04:00,2863,2863
13.04.2018 04:00 - 13.04.2018 05:00,2953,2953
13.04.2018 05:00 - 13.04.2018 06:00,3205,3205
13.04.2018 06:00 - 13.04.2018 07:00,3696,3696
13.04.2018 07:00 - 13.04.2018 08:00,4243,4243
13.04.2018 08:00 - 13.04.2018 09:00,4436,4436
13.04.2018 09:00 - 13.04.2018 10:00,4464,4464
13.04.2018 10:00 - 13.04.2018 11:00,4463,4463
13.04.2018 11:00 - 13.04.2018 12:00,4421,4421
13.04.2018 12:00 - 13.04.2018 13:00,4246,4246
13.04.2018 13:00 - 13.04.2018 14:00,4154,4154
13.04.2018 14:00 - 13.04.2018 15:00,3963,3963
13.04.2018 15:00 - 13.04.2018 16:00,3836,3836
13.04.2018 16:00 - 13.04.2018 17:00,3833,3833
13.04.2018 17:00 - 13.04.2018 18:00,4041,4041
13.04.2018 18:00 - 13.04.2018 19:00,3998,3998
13.04.2018 19:00 - 13.04.2018 20:00,3764,3764
13.04.2018 20:00 - 13.04.2018 21:00,3679,3679
13.04.2018 21:00 - 13.04.2018 22:00,3548,3548
13.04.2018 22:00 - 13.04.2018 23:00,3288,3288
13.04.2018 23:00 - 14.04.2018 00:00,3083,3083
14.04.2018 00:00 - 14.04.2018 01:00,2923,2923
14.04.2018 01:00 - 14.04.2018 02:00,2782,2782
14.04.2018 02:00 - 14.04.2018 03:00,2747,2747
14.04.2018 03:00 - 14.04.2018 04:00,2708,2708
14.04.2018 04:00 - 14.04.2018 05:00,2727,2727
14.04.2018 05:00 - 14.04.2018 06:00,2813,2813
14.04.2018 06:00 - 14.04.2018 07:00,2909,2909
14.04.2018 07:00 - 14.04.2018 08:00,3242,3242
14.04.2018 08:00 - 14.04.2018 09:00,3507,3507
14.04.2018 09:00 - 14.04.2018 10:00,3683,3683
14.04.2018 10:00 - 14.04.2018 11:00,3766,3766
14.04.2018 11:00 - 14.04.2018 12:00,3728,3728
14.04.2018 12:00 - 14.04.2018 13:00,3650,3650
14.04.2018 13:00 - 14.04.2018 14:00,3638,3638
14.04.2018 14:00 - 14.04.2018 15:00,3626,3626
14.04.2018 15:00 - 14.04.2018 16:00,3580,3580
14.04.2018 16:00 - 14.04.2018 17:00,3669,3669
14.04.2018 17:00 - 14.04.2018 18:00,3961,3961
14.04.2018 18:00 - 14.04.2018 19:00,3944,3944
14.04.2018 19:00 - 14.04.2018 20:00,3738,3738
14.04.2018 20:00 - 14.04.2018 21:00,3605,3605
14.04.2018 21:00 - 14.04.2018 22:00,3458,3458
14.04.2018 22:00 - 14.04.2018 23:00,3260,3260
14.04.2018 23:00 - 15.04.2018 00:00,3018,3018
15.04.2018 00:00 - 15.04.2018 01:00,2823,2823
15.04.2018 01:00 - 15.04.2018 02:00,2713,2713
15.04.2018 02:00 - 15.04.2018 03:00,2672,2672
15.04.2018 03:00 - 15.04.2018 04:00,2662,2662
15.04.2018 04:00 - 15.04.2018 05:00,2675,2675
15.04.2018 05:00 - 15.04.2018 06:00,2763,2763
15.04.2018 06:00 - 15.04.2018 07:00,2879,2879
15.04.2018 07:00 - 15.04.2018 08:00,3147,3147
15.04.2018 08:00 - 15.04.2018 09:00,3456,3456
15.04.2018 09:00 - 15.04.2018 10:00,3661,3661
15.04.2018 10:00 - 15.04.2018 11:00,3728,3728
15.04.2018 11:00 - 15.04.2018 12:00,3738,3738
15.04.2018 12:00 - 15.04.2018 13:00,3697,3697
15.04.2018 13:00 - 15.04.2018 14:00,3690,3690
15.04.2018 14:00 - 15.04.2018 15:00,3660,3660
15.04.2018 15:00 - 15.04.2018 16:00,3655,3655
15.04.2018 16:00 - 15.04.2018 17:00,3732,3732
15.04.2018 17:00 - 15.04.2018 18:00,4037,4037
15.04.2018 18:00 - 15.04.2018 19:00,4033,4033
15.04.2018 19:00 - 15.04.2018 20:00,3840,3840
15.04.2018 20:00 - 15.04.2018 21:00,3751,3751
15.04.2018 21:00 - 15.04.2018 22:00,3582,3582
15.04.2018 22:00 - 15.04.2018 23:00,3298,3298
15.04.2018 23:00 - 16.04.2018 00:00,3070,3070
16.04.2018 00:00 - 16.04.2018 01:00,2964,2964
16.04.2018 01:00 - 16.04.2018 02:00,2893,2893
16.04.2018 02:00 - 16.04.2018 03:00,2847,2847
16.04.2018 03:00 - 16.04.2018 04:00,2856,2856
16.04.2018 04:00 - 16.04.2018 05:00,2928,2928
16.04.2018 05:00 - 16.04.2018 06:00,3188,3188
16.04.2018 06:00 - 16.04.2018 07:00,3726,3726
16.04.2018 07:00 - 16.04.2018 08:00,4309,4309
16.04.2018 08:00 - 16.04.2018 09:00,4580,4580
16.04.2018 09:00 - 16.04.2018 10:00,4611,4611
16.04.2018 10:00 - 16.04.2018 11:00,4628,4628
16.04.2018 11:00 - 16.04.2018 12:00,4594,4594
16.04.2018 12:00 - 16.04.2018 13:00,4504,4504
16.04.2018 13:00 - 16.04.2018 14:00,4511,4511
16.04.2018 14:00 - 16.04.2018 15:00,4390,4390
16.04.2018 15:00 - 16.04.2018 16:00,4273,4273
16.04.2018 16:00 - 16.04.2018 17:00,4239,4239
16.04.2018 17:00 - 16.04.2018 18:00,4503,4503
16.04.2018 18:00 - 16.04.2018 19:00,4388,4388
16.04.2018 19:00 - 16.04.2018 20:00,4162,4162
16.04.2018 20:00 - 16.04.2018 21:00,4039,4039
16.04.2018 21:00 - 16.04.2018 22:00,3880,3880
16.04.2018 22:00 - 16.04.2018 23:00,3543,3543
16.04.2018 23:00 - 17.04.2018 00:00,3209,3209
17.04.2018 00:00 - 17.04.2018 01:00,2989,2989
17.04.2018 01:00 - 17.04.2018 02:00,2873,2873
17.04.2018 02:00 - 17.04.2018 03:00,2851,2851
17.04.2018 03:00 - 17.04.2018 04:00,2881,2881
17.04.2018 04:00 - 17.04.2018 05:00,2973,2973
17.04.2018 05:00 - 17.04.2018 06:00,3218,3218
17.04.2018 06:00 - 17.04.2018 07:00,3742,3742
17.04.2018 07:00 - 17.04.2018 08:00,4346,4346
17.04.2018 08:00 - 17.04.2018 09:00,4585,4585
17.04.2018 09:00 - 17.04.2018 10:00,4559,4559
17.04.2018 10:00 - 17.04.2018 11:00,4596,4596
17.04.2018 11:00 - 17.04.2018 12:00,4531,4531
17.04.2018 12:00 - 17.04.2018 13:00,4445,4445
17.04.2018 13:00 - 17.04.2018 14:00,4428,4428
17.04.2018 14:00 - 17.04.2018 15:00,4328,4328
17.04.2018 15:00 - 17.04.2018 16:00,4196,4196
17.04.2018 16:00 - 17.04.2018 17:00,4159,4159
17.04.2018 17:00 - 17.04.2018 18:00,4389,4389
17.04.2018 18:00 - 17.04.2018 19:00,4347,4347
17.04.2018 19:00 - 17.04.2018 20:00,4087,4087
17.04.2018 20:00 - 17.04.2018 21:00,3974,3974
17.04.2018 21:00 - 17.04.2018 22:00,3838,3838
17.04.2018 22:00 - 17.04.2018 23:00,3473,3473
17.04.2018 23:00 - 18.04.2018 00:00,3148,3148
18.04.2018 00:00 - 18.04.2018 01:00,2937,2937
18.04.2018 01:00 - 18.04.2018 02:00,2840,2840
18.04.2018 02:00 - 18.04.2018 03:00,2771,2771
18.04.2018 03:00 - 18.04.2018 04:00,2787,2787
18.04.2018 04:00 - 18.04.2018 05:00,2878,2878
18.04.2018 05:00 - 18.04.2018 06:00,3117,3117
18.04.2018 06:00 - 18.04.2018 07:00,3655,3655
18.04.2018 07:00 - 18.04.2018 08:00,4150,4150
18.04.2018 08:00 - 18.04.2018 09:00,4392,4392
18.04.2018 09:00 - 18.04.2018 10:00,4407,4407
18.04.2018 10:00 - 18.04.2018 11:00,4486,4486
18.04.2018 11:00 - 18.04.2018 12:00,4440,4440
18.04.2018 12:00 - 18.04.2018 13:00,4344,4344
18.04.2018 13:00 - 18.04.2018 14:00,4309,4309
18.04.2018 14:00 - 18.04.2018 15:00,4196,4196
18.04.2018 15:00 - 18.04.2018 16:00,4035,4035
18.04.2018 16:00 - 18.04.2018 17:00,3988,3988
18.04.2018 17:00 - 18.04.2018 18:00,4181,4181
18.04.2018 18:00 - 18.04.2018 19:00,4125,4125
18.04.2018 19:00 - 18.04.2018 20:00,3933,3933
18.04.2018 20:00 - 18.04.2018 21:00,3796,3796
18.04.2018 21:00 - 18.04.2018 22:00,3762,3762
18.04.2018 22:00 - 18.04.2018 23:00,3468,3468
18.04.2018 23:00 - 19.04.2018 00:00,3116,3116
19.04.2018 00:00 - 19.04.2018 01:00,2916,2916
19.04.2018 01:00 - 19.04.2018 02:00,2834,2834
19.04.2018 02:00 - 19.04.2018 03:00,2802,2802
19.04.2018 03:00 - 19.04.2018 04:00,2806,2806
19.04.2018 04:00 - 19.04.2018 05:00,2903,2903
19.04.2018 05:00 - 19.04.2018 06:00,3140,3140
19.04.2018 06:00 - 19.04.2018 07:00,3627,3627
19.04.2018 07:00 - 19.04.2018 08:00,4161,4161
19.04.2018 08:00 - 19.04.2018 09:00,4387,4387
19.04.2018 09:00 - 19.04.2018 10:00,4443,4443
19.04.2018 10:00 - 19.04.2018 11:00,4495,4495
19.04.2018 11:00 - 19.04.2018 12:00,4428,4428
19.04.2018 12:00 - 19.04.2018 13:00,4331,4331
19.04.2018 13:00 - 19.04.2018 14:00,4341,4341
19.04.2018 14:00 - 19.04.2018 15:00,4263,4263
19.04.2018 15:00 - 19.04.2018 16:00,4097,4097
19.04.2018 16:00 - 19.04.2018 17:00,4028,4028
19.04.2018 17:00 - 19.04.2018 18:00,4154,4154
19.04.2018 18:00 - 19.04.2018 19:00,4091,4091
19.04.2018 19:00 - 19.04.2018 20:00,3963,3963
19.04.2018 20:00 - 19.04.2018 21:00,3832,3832
19.04.2018 21:00 - 19.04.2018 22:00,3738,3738
19.04.2018 22:00 - 19.04.2018 23:00,3395,3395
19.04.2018 23:00 - 20.04.2018 00:00,3099,3099
20.04.2018 00:00 - 20.04.2018 01:00,2881,2881
20.04.2018 01:00 - 20.04.2018 02:00,2759,2759
20.04.2018 02:00 - 20.04.2018 03:00,2716,2716
20.04.2018 03:00 - 20.04.2018 04:00,2721,2721
20.04.2018 04:00 - 20.04.2018 05:00,2785,2785
20.04.2018 05:00 - 20.04.2018 06:00,2994,2994
20.04.2018 06:00 - 20.04.2018 07:00,3496,3496
20.04.2018 07:00 - 20.04.2018 08:00,4051,4051
20.04.2018 08:00 - 20.04.2018 09:00,4303,4303
20.04.2018 09:00 - 20.04.2018 10:00,4289,4289
20.04.2018 10:00 - 20.04.2018 11:00,4296,4296
20.04.2018 11:00 - 20.04.2018 12:00,4252,4252
20.04.2018 12:00 - 20.04.2018 13:00,4148,4148
20.04.2018 13:00 - 20.04.2018 14:00,4067,4067
20.04.2018 14:00 - 20.04.2018 15:00,3913,3913
20.04.2018 15:00 - 20.04.2018 16:00,3762,3762
20.04.2018 16:00 - 20.04.2018 17:00,3703,3703
20.04.2018 17:00 - 20.04.2018 18:00,3796,3796
20.04.2018 18:00 - 20.04.2018 19:00,3728,3728
20.04.2018 19:00 - 20.04.2018 20:00,3543,3543
20.04.2018 20:00 - 20.04.2018 21:00,3458,3458
20.04.2018 21:00 - 20.04.2018 22:00,3443,3443
20.04.2018 22:00 - 20.04.2018 23:00,3190,3190
20.04.2018 23:00 - 21.04.2018 00:00,2946,2946
21.04.2018 00:00 - 21.04.2018 01:00,2717,2717
21.04.2018 01:00 - 21.04.2018 02:00,2592,2592
21.04.2018 02:00 - 21.04.2018 03:00,2568,2568
21.04.2018 03:00 - 21.04.2018 04:00,2533,2533
21.04.2018 04:00 - 21.04.2018 05:00,2552,2552
21.04.2018 05:00 - 21.04.2018 06:00,2614,2614
21.04.2018 06:00 - 21.04.2018 07:00,2724,2724
21.04.2018 07:00 - 21.04.2018 08:00,2998,2998
21.04.2018 08:00 - 21.04.2018 09:00,3294,3294
21.04.2018 09:00 - 21.04.2018 10:00,3535,3535
21.04.2018 10:00 - 21.04.2018 11:00,3564,3564
21.04.2018 11:00 - 21.04.2018 12:00,3531,3531
21.04.2018 12:00 - 21.04.2018 13:00,3450,3450
21.04.2018 13:00 - 21.04.2018 14:00,3374,3374
21.04.2018 14:00 - 21.04.2018 15:00,3312,3312
21.04.2018 15:00 - 21.04.2018 16:00,3263,3263
21.04.2018 16:00 - 21.04.2018 17:00,3317,3317
21.04.2018 17:00 - 21.04.2018 18:00,3536,3536
21.04.2018 18:00 - 21.04.2018 19:00,3556,3556
21.04.2018 19:00 - 21.04.2018 20:00,3421,3421
21.04.2018 20:00 - 21.04.2018 21:00,3295,3295
21.04.2018 21:00 - 21.04.2018 22:00,3339,3339
21.04.2018 22:00 - 21.04.2018 23:00,3119,3119
21.04.2018 23:00 - 22.04.2018 00:00,2900,2900
22.04.2018 00:00 - 22.04.2018 01:00,2731,2731
22.04.2018 01:00 - 22.04.2018 02:00,2628,2628
22.04.2018 02:00 - 22.04.2018 03:00,2604,2604
22.04.2018 03:00 - 22.04.2018 04:00,2574,2574
22.04.2018 04:00 - 22.04.2018 05:00,2597,2597
22.04.2018 05:00 - 22.04.2018 06:00,2643,2643
22.04.2018 06:00 - 22.04.2018 07:00,2746,2746
22.04.2018 07:00 - 22.04.2018 08:00,3006,3006
22.04.2018 08:00 - 22.04.2018 09:00,3304,3304
22.04.2018 09:00 - 22.04.2018 10:00,3472,3472
22.04.2018 10:00 - 22.04.2018 11:00,3518,3518
22.04.2018 11:00 - 22.04.2018 12:00,3506,3506
22.04.2018 12:00 - 22.04.2018 13:00,3446,3446
22.04.2018 13:00 - 22.04.2018 14:00,3372,3372
22.04.2018 14:00 - 22.04.2018 15:00,3327,3327
22.04.2018 15:00 - 22.04.2018 16:00,3321,3321
22.04.2018 16:00 - 22.04.2018 17:00,3400,3400
22.04.2018 17:00 - 22.04.2018 18:00,3698,3698
22.04.2018 18:00 - 22.04.2018 19:00,3720,3720
22.04.2018 19:00 - 22.04.2018 20:00,3562,3562
22.04.2018 20:00 - 22.04.2018 21:00,3474,3474
22.04.2018 21:00 - 22.04.2018 22:00,3442,3442
22.04.2018 22:00 - 22.04.2018 23:00,3206,3206
22.04.2018 23:00 - 23.04.2018 00:00,2972,2972
23.04.2018 00:00 - 23.04.2018 01:00,2815,2815
23.04.2018 01:00 - 23.04.2018 02:00,2705,2705
23.04.2018 02:00 - 23.04.2018 03:00,2676,2676
23.04.2018 03:00 - 23.04.2018 04:00,2738,2738
23.04.2018 04:00 - 23.04.2018 05:00,2803,2803
23.04.2018 05:00 - 23.04.2018 06:00,3043,3043
23.04.2018 06:00 - 23.04.2018 07:00,3543,3543
23.04.2018 07:00 - 23.04.2018 08:00,4115,4115
23.04.2018 08:00 - 23.04.2018 09:00,4293,4293
23.04.2018 09:00 - 23.04.2018 10:00,4305,4305
23.04.2018 10:00 - 23.04.2018 11:00,4337,4337
23.04.2018 11:00 - 23.04.2018 12:00,4343,4343
23.04.2018 12:00 - 23.04.2018 13:00,4215,4215
23.04.2018 13:00 - 23.04.2018 14:00,4226,4226
23.04.2018 14:00 - 23.04.2018 15:00,4157,4157
23.04.2018 15:00 - 23.04.2018 16:00,4053,4053
23.04.2018 16:00 - 23.04.2018 17:00,4064,4064
23.04.2018 17:00 - 23.04.2018 18:00,4263,4263
23.04.2018 18:00 - 23.04.2018 19:00,4131,4131
23.04.2018 19:00 - 23.04.2018 20:00,3897,3897
23.04.2018 20:00 - 23.04.2018 21:00,3804,3804
23.04.2018 21:00 - 23.04.2018 22:00,3731,3731
23.04.2018 22:00 - 23.04.2018 23:00,3408,3408
23.04.2018 23:00 - 24.04.2018 00:00,3092,3092
24.04.2018 00:00 - 24.04.2018 01:00,2854,2854
24.04.2018 01:00 - 24.04.2018 02:00,2786,2786
24.04.2018 02:00 - 24.04.2018 03:00,2778,2778
24.04.2018 03:00 - 24.04.2018 04:00,2827,2827
24.04.2018 04:00 - 24.04.2018 05:00,2879,2879
24.04.2018 05:00 - 24.04.2018 06:00,3141,3141
24.04.2018 06:00 - 24.04.2018 07:00,3637,3637
24.04.2018 07:00 - 24.04.2018 08:00,4232,4232
24.04.2018 08:00 - 24.04.2018 09:00,4484,4484
24.04.2018 09:00 - 24.04.2018 10:00,4499,4499
24.04.2018 10:00 - 24.04.2018 11:00,4581,4581
24.04.2018 11:00 - 24.04.2018 12:00,4572,4572
24.04.2018 12:00 - 24.04.2018 13:00,4430,4430
24.04.2018 13:00 - 24.04.2018 14:00,4334,4334
24.04.2018 14:00 - 24.04.2018 15:00,4244,4244
24.04.2018 15:00 - 24.04.2018 16:00,4073,4073
24.04.2018 16:00 - 24.04.2018 17:00,4017,4017
24.04.2018 17:00 - 24.04.2018 18:00,4196,4196
24.04.2018 18:00 - 24.04.2018 19:00,4104,4104
24.04.2018 19:00 - 24.04.2018 20:00,3914,3914
24.04.2018 20:00 - 24.04.2018 21:00,3791,3791
24.04.2018 21:00 - 24.04.2018 22:00,3757,3757
24.04.2018 22:00 - 24.04.2018 23:00,3462,3462
24.04.2018 23:00 - 25.04.2018 00:00,3124,3124
25.04.2018 00:00 - 25.04.2018 01:00,2891,2891
25.04.2018 01:00 - 25.04.2018 02:00,2819,2819
25.04.2018 02:00 - 25.04.2018 03:00,2819,2819
25.04.2018 03:00 - 25.04.2018 04:00,2860,2860
25.04.2018 04:00 - 25.04.2018 05:00,2949,2949
25.04.2018 05:00 - 25.04.2018 06:00,3186,3186
25.04.2018 06:00 - 25.04.2018 07:00,3718,3718
25.04.2018 07:00 - 25.04.2018 08:00,4338,4338
25.04.2018 08:00 - 25.04.2018 09:00,4602,4602
25.04.2018 09:00 - 25.04.2018 10:00,4651,4651
