MTU (CET),Demand (MW),Price (EUR/MWh)
19.04.2018 11:00 - 19.04.2018 12:00,3663,41.73
19.04.2018 12:00 - 19.04.2018 13:00,3704,39.92
19.04.2018 13:00 - 19.04.2018 14:00,3642,39.66
19.04.2018 14:00 - 19.04.2018 15:00,3567,38.73
19.04.2018 15:00 - 19.04.2018 16:00,3475,38.63
19.04.2018 16:00 - 19.04.2018 17:00,3370,39.42
19.04.2018 17:00 - 19.04.2018 18:00,3338,41.21
19.04.2018 18:00 - 19.04.2018 19:00,3301,41.85
19.04.2018 19:00 - 19.04.2018 20:00,3337,42.4
19.04.2018 20:00 - 19.04.2018 21:00,3371,40.74
19.04.2018 21:00 - 19.04.2018 22:00,3086,39.56
19.04.2018 22:00 - 19.04.2018 23:00,2748,38.01
19.04.2018 23:00 - 20.04.2018 00:00,2536,34.63
20.04.2018 00:00 - 20.04.2018 01:00,2410,34.55
20.04.2018 01:00 - 20.04.2018 02:00,2336,32.2
20.04.2018 02:00 - 20.04.2018 03:00,2326,31.23
20.04.2018 03:00 - 20.04.2018 04:00,2364,31.38
20.04.2018 04:00 - 20.04.2018 05:00,2481,32.06
20.04.2018 05:00 - 20.04.2018 06:00,2843,35.18
20.04.2018 06:00 - 20.04.2018 07:00,3290,39.03666667
20.04.2018 07:00 - 20.04.2018 08:00,3640,42.72333333
20.04.2018 08:00 - 20.04.2018 09:00,3740,43.92333333
20.04.2018 09:00 - 20.04.2018 10:00,3711,43.14
20.04.2018 10:00 - 20.04.2018 11:00,3669,41.5
20.04.2018 11:00 - 20.04.2018 12:00,3587,39.89333333
20.04.2018 12:00 - 20.04.2018 13:00,3639,37.86
20.04.2018 13:00 - 20.04.2018 14:00,3591,36.85
20.04.2018 14:00 - 20.04.2018 15:00,3514,35.87
20.04.2018 15:00 - 20.04.2018 16:00,3424,35.03
20.04.2018 16:00 - 20.04.2018 17:00,3348,35.76
20.04.2018 17:00 - 20.04.2018 18:00,3313,37.19
20.04.2018 18:00 - 20.04.2018 19:00,3270,38.33
20.04.2018 19:00 - 20.04.2018 20:00,3282,38.21
20.04.2018 20:00 - 20.04.2018 21:00,3297,37.83
20.04.2018 21:00 - 20.04.2018 22:00,3017,37.24
20.04.2018 22:00 - 20.04.2018 23:00,2714,36.28
20.04.2018 23:00 - 21.04.2018 00:00,2571,31.07
21.04.2018 00:00 - 21.04.2018 01:00,2422,29.51
21.04.2018 01:00 - 21.04.2018 02:00,2370,28.05
21.04.2018 02:00 - 21.04.2018 03:00,2344,27.59
21.04.2018 03:00 - 21.04.2018 04:00,2336,27.08
21.04.2018 04:00 - 21.04.2018 05:00,2394,27.6
21.04.2018 05:00 - 21.04.2018 06:00,2520,29.51
21.04.2018 06:00 - 21.04.2018 07:00,2780,32.06
21.04.2018 07:00 - 21.04.2018 08:00,3052,34.1
21.04.2018 08:00 - 21.04.2018 09:00,3198,34.94
21.04.2018 09:00 - 21.04.2018 10:00,3270,33.93
21.04.2018 10:00 - 21.04.2018 11:00,3254,33.95
21.04.2018 11:00 - 21.04.2018 12:00,3203,33.11
21.04.2018 12:00 - 21.04.2018 13:00,3173,30.93
21.04.2018 13:00 - 21.04.2018 14:00,3104,29.28
21.04.2018 14:00 - 21.04.2018 15:00,3055,24.01
21.04.2018 15:00 - 21.04.2018 16:00,3031,24.96
21.04.2018 16:00 - 21.04.2018 17:00,3021,28.06
21.04.2018 17:00 - 21.04.2018 18:00,3001,30.96
21.04.2018 18:00 - 21.04.2018 19:00,2995,34.39
21.04.2018 19:00 - 21.04.2018 20:00,3045,36.09
21.04.2018 20:00 - 21.04.2018 21:00,3085,36.47
21.04.2018 21:00 - 21.04.2018 22:00,2864,36.34
21.04.2018 22:00 - 21.04.2018 23:00,2637,36.07
21.04.2018 23:00 - 22.04.2018 00:00,2444,35
22.04.2018 00:00 - 22.04.2018 01:00,2347,34.09
22.04.2018 01:00 - 22.04.2018 02:00,2280,31.31
22.04.2018 02:00 - 22.04.2018 03:00,2261,29.64
22.04.2018 03:00 - 22.04.2018 04:00,2257,30.91
22.04.2018 04:00 - 22.04.2018 05:00,2284,31.91
22.04.2018 05:00 - 22.04.2018 06:00,2331,33.15
22.04.2018 06:00 - 22.04.2018 07:00,2480,34.05
22.04.2018 07:00 - 22.04.2018 08:00,2711,35.79
22.04.2018 08:00 - 22.04.2018 09:00,2935,36.89
22.04.2018 09:00 - 22.04.2018 10:00,3036,37.26
22.04.2018 10:00 - 22.04.2018 11:00,3044,37.30666667
22.04.2018 11:00 - 22.04.2018 12:00,3030,37.32
22.04.2018 12:00 - 22.04.2018 13:00,2989,37
22.04.2018 13:00 - 22.04.2018 14:00,2958,36.63333333
22.04.2018 14:00 - 22.04.2018 15:00,2919,36.35
22.04.2018 15:00 - 22.04.2018 16:00,2907,35.83
22.04.2018 16:00 - 22.04.2018 17:00,2908,36.09
22.04.2018 17:00 - 22.04.2018 18:00,2937,36.62
22.04.2018 18:00 - 22.04.2018 19:00,2963,36.82
22.04.2018 19:00 - 22.04.2018 20:00,3015,36.87
22.04.2018 20:00 - 22.04.2018 21:00,3099,36.96
22.04.2018 21:00 - 22.04.2018 22:00,2920,36.14
22.04.2018 22:00 - 22.04.2018 23:00,2650,34.48
22.04.2018 23:00 - 23.04.2018 00:00,2435,33.1
23.04.2018 00:00 - 23.04.2018 01:00,2318,30.25
23.04.2018 01:00 - 23.04.2018 02:00,2272,24.99
23.04.2018 02:00 - 23.04.2018 03:00,2253,24.93
23.04.2018 03:00 - 23.04.2018 04:00,2295,24.87
23.04.2018 04:00 - 23.04.2018 05:00,2419,24.95
23.04.2018 05:00 - 23.04.2018 06:00,2816,34.27
23.04.2018 06:00 - 23.04.2018 07:00,3254,40.15
23.04.2018 07:00 - 23.04.2018 08:00,3629,85.57
23.04.2018 08:00 - 23.04.2018 09:00,3733,87.33
23.04.2018 09:00 - 23.04.2018 10:00,3740,60.27
23.04.2018 10:00 - 23.04.2018 11:00,3716,54.6
23.04.2018 11:00 - 23.04.2018 12:00,3621,52.64
23.04.2018 12:00 - 23.04.2018 13:00,3663,50
23.04.2018 13:00 - 23.04.2018 14:00,3611,46.09
23.04.2018 14:00 - 23.04.2018 15:00,3548,39.00333333
23.04.2018 15:00 - 23.04.2018 16:00,3461,41.03
23.04.2018 16:00 - 23.04.2018 17:00,3369,43.61
23.04.2018 17:00 - 23.04.2018 18:00,3317,42.1
23.04.2018 18:00 - 23.04.2018 19:00,3270,42.11
23.04.2018 19:00 - 23.04.2018 20:00,3292,41.07
23.04.2018 20:00 - 23.04.2018 21:00,3320,37.44
23.04.2018 21:00 - 23.04.2018 22:00,3033,37
23.04.2018 22:00 - 23.04.2018 23:00,2678,35.99
23.04.2018 23:00 - 24.04.2018 00:00,2489,23.63666667
24.04.2018 00:00 - 24.04.2018 01:00,2355,28.05
24.04.2018 01:00 - 24.04.2018 02:00,2366,27.01
24.04.2018 02:00 - 24.04.2018 03:00,2373,27.01
24.04.2018 03:00 - 24.04.2018 04:00,2402,24.12
24.04.2018 04:00 - 24.04.2018 05:00,2524,23.4
24.04.2018 05:00 - 24.04.2018 06:00,2842,30.1
24.04.2018 06:00 - 24.04.2018 07:00,3297,36.92666667
24.04.2018 07:00 - 24.04.2018 08:00,3640,42.12
24.04.2018 08:00 - 24.04.2018 09:00,3746,41.35333333
24.04.2018 09:00 - 24.04.2018 10:00,3742,44.3
24.04.2018 10:00 - 24.04.2018 11:00,3693,42.16
24.04.2018 11:00 - 24.04.2018 12:00,3633,42.05
24.04.2018 12:00 - 24.04.2018 13:00,3716,41.17666667
24.04.2018 13:00 - 24.04.2018 14:00,3670,41.82666667
24.04.2018 14:00 - 24.04.2018 15:00,3595,35.58
24.04.2018 15:00 - 24.04.2018 16:00,3490,35.38
24.04.2018 16:00 - 24.04.2018 17:00,3388,39.24
24.04.2018 17:00 - 24.04.2018 18:00,3353,37.67
24.04.2018 18:00 - 24.04.2018 19:00,3308,39.37
24.04.2018 19:00 - 24.04.2018 20:00,3325,39.94
24.04.2018 20:00 - 24.04.2018 21:00,3362,36.88
24.04.2018 21:00 - 24.04.2018 22:00,3089,36.53
24.04.2018 22:00 - 24.04.2018 23:00,2752,36.11
24.04.2018 23:00 - 25.04.2018 00:00,2536,26.77
25.04.2018 00:00 - 25.04.2018 01:00,2427,35.46
25.04.2018 01:00 - 25.04.2018 02:00,2376,34.14
25.04.2018 02:00 - 25.04.2018 03:00,2358,32.69
25.04.2018 03:00 - 25.04.2018 04:00,2395,32.34
25.04.2018 04:00 - 25.04.2018 05:00,2514,32.43
25.04.2018 05:00 - 25.04.2018 06:00,2899,34.99
25.04.2018 06:00 - 25.04.2018 07:00,3347,41.46
25.04.2018 07:00 - 25.04.2018 08:00,3700,49.52
25.04.2018 08:00 - 25.04.2018 09:00,3827,55.09
25.04.2018 09:00 - 25.04.2018 10:00,3821,57.34
25.04.2018 10:00 - 25.04.2018 11:00,3768,49.68
25.04.2018 11:00 - 25.04.2018 12:00,3693,47.56
25.04.2018 12:00 - 25.04.2018 13:00,3741,47.52
25.04.2018 13:00 - 25.04.2018 14:00,3700,47.04
25.04.2018 14:00 - 25.04.2018 15:00,3633,39.81333333
25.04.2018 15:00 - 25.04.2018 16:00,3532,39.66
25.04.2018 16:00 - 25.04.2018 17:00,3437,45.21
25.04.2018 17:00 - 25.04.2018 18:00,3393,45.2
25.04.2018 18:00 - 25.04.2018 19:00,3350,44.91333333
25.04.2018 19:00 - 25.04.2018 20:00,3352,47.18666667
25.04.2018 20:00 - 25.04.2018 21:00,3402,40.24
25.04.2018 21:00 - 25.04.2018 22:00,3110,37.83
25.04.2018 22:00 - 25.04.2018 23:00,2742,36.47
25.04.2018 23:00 - 26.04.2018 00:00,2540,33.33
26.04.2018 00:00 - 26.04.2018 01:00,2442,34.24
26.04.2018 01:00 - 26.04.2018 02:00,2385,30.08
26.04.2018 02:00 - 26.04.2018 03:00,2363,30.48
26.04.2018 03:00 - 26.04.2018 04:00,2397,32.38
26.04.2018 04:00 - 26.04.2018 05:00,2499,32.62
26.04.2018 05:00 - 26.04.2018 06:00,2873,34.5
26.04.2018 06:00 - 26.04.2018 07:00,3309,38.07
26.04.2018 07:00 - 26.04.2018 08:00,3667,48.27
26.04.2018 08:00 - 26.04.2018 09:00,3806,59.55
26.04.2018 09:00 - 26.04.2018 10:00,3776,61.26
26.04.2018 10:00 - 26.04.2018 11:00,3730,50.32
26.04.2018 11:00 - 26.04.2018 12:00,3643,47.12
26.04.2018 12:00 - 26.04.2018 13:00,3697,47.05
26.04.2018 13:00 - 26.04.2018 14:00,3643,47
26.04.2018 14:00 - 26.04.2018 15:00,3586,37.86
26.04.2018 15:00 - 26.04.2018 16:00,3496,36.75
26.04.2018 16:00 - 26.04.2018 17:00,3385,43.45666667
26.04.2018 17:00 - 26.04.2018 18:00,3337,42.13
26.04.2018 18:00 - 26.04.2018 19:00,3290,46.04
26.04.2018 19:00 - 26.04.2018 20:00,3301,47.14
26.04.2018 20:00 - 26.04.2018 21:00,3353,46.13666667
26.04.2018 21:00 - 26.04.2018 22:00,3063,39.46333333
26.04.2018 22:00 - 26.04.2018 23:00,2736,37.49
26.04.2018 23:00 - 27.04.2018 00:00,2533,35.74
27.04.2018 00:00 - 27.04.2018 01:00,2413,35.05
27.04.2018 01:00 - 27.04.2018 02:00,2346,33.07
27.04.2018 02:00 - 27.04.2018 03:00,2331,32.43
27.04.2018 03:00 - 27.04.2018 04:00,2366,33.4
27.04.2018 04:00 - 27.04.2018 05:00,2485,33.99
27.04.2018 05:00 - 27.04.2018 06:00,2844,35.55
27.04.2018 06:00 - 27.04.2018 07:00,3265,41.41
27.04.2018 07:00 - 27.04.2018 08:00,3636,49.83
27.04.2018 08:00 - 27.04.2018 09:00,3748,63
27.04.2018 09:00 - 27.04.2018 10:00,3737,70.69
27.04.2018 10:00 - 27.04.2018 11:00,3690,60.4
27.04.2018 11:00 - 27.04.2018 12:00,3627,60.4
27.04.2018 12:00 - 27.04.2018 13:00,3686,53.43
27.04.2018 13:00 - 27.04.2018 14:00,3634,52.09
27.04.2018 14:00 - 27.04.2018 15:00,3587,45.26333333
27.04.2018 15:00 - 27.04.2018 16:00,3485,47.51333333
27.04.2018 16:00 - 27.04.2018 17:00,3402,47.66
27.04.2018 17:00 - 27.04.2018 18:00,3354,47.04
27.04.2018 18:00 - 27.04.2018 19:00,3313,47.02
27.04.2018 19:00 - 27.04.2018 20:00,3284,53.41
27.04.2018 20:00 - 27.04.2018 21:00,3286,40.81666667
27.04.2018 21:00 - 27.04.2018 22:00,3028,37.94
27.04.2018 22:00 - 27.04.2018 23:00,2719,37.6
27.04.2018 23:00 - 28.04.2018 00:00,2521,36
28.04.2018 00:00 - 28.04.2018 01:00,2371,35.92
28.04.2018 01:00 - 28.04.2018 02:00,2316,34.32
28.04.2018 02:00 - 28.04.2018 03:00,2277,33.29
28.04.2018 03:00 - 28.04.2018 04:00,2278,33.17
28.04.2018 04:00 - 28.04.2018 05:00,2299,32.72
28.04.2018 05:00 - 28.04.2018 06:00,2399,32.55
28.04.2018 06:00 - 28.04.2018 07:00,2623,34.84
28.04.2018 07:00 - 28.04.2018 08:00,2879,36.02
28.04.2018 08:00 - 28.04.2018 09:00,3110,43.54
28.04.2018 09:00 - 28.04.2018 10:00,3190,48.03
28.04.2018 10:00 - 28.04.2018 11:00,3175,47.03
28.04.2018 11:00 - 28.04.2018 12:00,3153,44.98
28.04.2018 12:00 - 28.04.2018 13:00,3115,42.99
28.04.2018 13:00 - 28.04.2018 14:00,3065,42.05
28.04.2018 14:00 - 28.04.2018 15:00,2999,34.98
28.04.2018 15:00 - 28.04.2018 16:00,2977,34.76
28.04.2018 16:00 - 28.04.2018 17:00,2952,41.29
28.04.2018 17:00 - 28.04.2018 18:00,2959,41.18
28.04.2018 18:00 - 28.04.2018 19:00,2974,41.4
28.04.2018 19:00 - 28.04.2018 20:00,3001,42.19
28.04.2018 20:00 - 28.04.2018 21:00,3066,41.04333333
28.04.2018 21:00 - 28.04.2018 22:00,2851,37.93
28.04.2018 22:00 - 28.04.2018 23:00,2609,36.96
28.04.2018 23:00 - 29.04.2018 00:00,2422,35.96
29.04.2018 00:00 - 29.04.2018 01:00,2268,35.98
29.04.2018 01:00 - 29.04.2018 02:00,2208,34.87
29.04.2018 02:00 - 29.04.2018 03:00,2200,34.58
29.04.2018 03:00 - 29.04.2018 04:00,2207,34.01
29.04.2018 04:00 - 29.04.2018 05:00,2213,33.95
29.04.2018 05:00 - 29.04.2018 06:00,2266,33.6
29.04.2018 06:00 - 29.04.2018 07:00,2458,34.47
29.04.2018 07:00 - 29.04.2018 08:00,2691,34.82
29.04.2018 08:00 - 29.04.2018 09:00,2899,35.61
29.04.2018 09:00 - 29.04.2018 10:00,3017,35.97
29.04.2018 10:00 - 29.04.2018 11:00,3020,36.03
29.04.2018 11:00 - 29.04.2018 12:00,3013,35.97
29.04.2018 12:00 - 29.04.2018 13:00,2989,35.64
29.04.2018 13:00 - 29.04.2018 14:00,2955,35.32
29.04.2018 14:00 - 29.04.2018 15:00,2919,34.99
29.04.2018 15:00 - 29.04.2018 16:00,2902,34.45
29.04.2018 16:00 - 29.04.2018 17:00,2882,34.62
29.04.2018 17:00 - 29.04.2018 18:00,2911,35.23
29.04.2018 18:00 - 29.04.2018 19:00,2937,35.6
29.04.2018 19:00 - 29.04.2018 20:00,2975,35.33
29.04.2018 20:00 - 29.04.2018 21:00,3070,35.31
29.04.2018 21:00 - 29.04.2018 22:00,2905,35.74
29.04.2018 22:00 - 29.04.2018 23:00,2616,35.3
29.04.2018 23:00 - 30.04.2018 00:00,2415,33.39
30.04.2018 00:00 - 30.04.2018 01:00,2318,31.93
30.04.2018 01:00 - 30.04.2018 02:00,2260,30.36
30.04.2018 02:00 - 30.04.2018 03:00,2239,25.09
30.04.2018 03:00 - 30.04.2018 04:00,2269,21.21
30.04.2018 04:00 - 30.04.2018 05:00,2380,23.92
30.04.2018 05:00 - 30.04.2018 06:00,2678,31.01
30.04.2018 06:00 - 30.04.2018 07:00,3057,33.92
30.04.2018 07:00 - 30.04.2018 08:00,3318,35.81
30.04.2018 08:00 - 30.04.2018 09:00,3441,37.46
30.04.2018 09:00 - 30.04.2018 10:00,3463,37.12
30.04.2018 10:00 - 30.04.2018 11:00,3438,36.11
30.04.2018 11:00 - 30.04.2018 12:00,3388,35.08
30.04.2018 12:00 - 30.04.2018 13:00,3411,34.96
30.04.2018 13:00 - 30.04.2018 14:00,3387,35.06
30.04.2018 14:00 - 30.04.2018 15:00,3337,35.05
30.04.2018 15:00 - 30.04.2018 16:00,3240,32.69
30.04.2018 16:00 - 30.04.2018 17:00,3174,30.09
30.04.2018 17:00 - 30.04.2018 18:00,3137,30.99
30.04.2018 18:00 - 30.04.2018 19:00,3110,30.99
30.04.2018 19:00 - 30.04.2018 20:00,3096,33.81
30.04.2018 20:00 - 30.04.2018 21:00,3151,34.43
30.04.2018 21:00 - 30.04.2018 22:00,2914,33.49
30.04.2018 22:00 - 30.04.2018 23:00,2636,33.09
30.04.2018 23:00 - 01.05.2018 00:00,2400,30.78
01.05.2018 00:00 - 01.05.2018 01:00,2351,18.91
01.05.2018 01:00 - 01.05.2018 02:00,2281,10.99
01.05.2018 02:00 - 01.05.2018 03:00,2264,8.42
01.05.2018 03:00 - 01.05.2018 04:00,2279,5.88
01.05.2018 04:00 - 01.05.2018 05:00,2299,4.5
01.05.2018 05:00 - 01.05.2018 06:00,2444,4.07
01.05.2018 06:00 - 01.05.2018 07:00,2682,4.91
01.05.2018 07:00 - 01.05.2018 08:00,2957,14.98
01.05.2018 08:00 - 01.05.2018 09:00,3162,24.34
01.05.2018 09:00 - 01.05.2018 10:00,3268,28.99
01.05.2018 10:00 - 01.05.2018 11:00,3263,31.03
01.05.2018 11:00 - 01.05.2018 12:00,3218,28.67
01.05.2018 12:00 - 01.05.2018 13:00,3208,25.48
01.05.2018 13:00 - 01.05.2018 14:00,3151,21.93
01.05.2018 14:00 - 01.05.2018 15:00,3106,21.91
01.05.2018 15:00 - 01.05.2018 16:00,3053,23.94
01.05.2018 16:00 - 01.05.2018 17:00,3028,26.24
01.05.2018 17:00 - 01.05.2018 18:00,3029,30.32
01.05.2018 18:00 - 01.05.2018 19:00,3032,31.01
01.05.2018 19:00 - 01.05.2018 20:00,3015,29.37
01.05.2018 20:00 - 01.05.2018 21:00,3093,28.85
01.05.2018 21:00 - 01.05.2018 22:00,2909,30.98
01.05.2018 22:00 - 01.05.2018 23:00,2614,32.02
01.05.2018 23:00 - 02.05.2018 00:00,2416,27.93
02.05.2018 00:00 - 02.05.2018 01:00,2296,25.06
02.05.2018 01:00 - 02.05.2018 02:00,2242,21.26
02.05.2018 02:00 - 02.05.2018 03:00,2232,28.18
02.05.2018 03:00 - 02.05.2018 04:00,2242,27.68
02.05.2018 04:00 - 02.05.2018 05:00,2305,30.23
02.05.2018 05:00 - 02.05.2018 06:00,2620,36.03
02.05.2018 06:00 - 02.05.2018 07:00,2986,37.92
02.05.2018 07:00 - 02.05.2018 08:00,3297,39.81
02.05.2018 08:00 - 02.05.2018 09:00,3441,40.5
02.05.2018 09:00 - 02.05.2018 10:00,3470,48.70333333
02.05.2018 10:00 - 02.05.2018 11:00,3449,48.96333333
02.05.2018 11:00 - 02.05.2018 12:00,3411,48.64666667
02.05.2018 12:00 - 02.05.2018 13:00,3413,48.29333333
02.05.2018 13:00 - 02.05.2018 14:00,3377,40.6
02.05.2018 14:00 - 02.05.2018 15:00,3340,40.57666667
02.05.2018 15:00 - 02.05.2018 16:00,3276,40.56
02.05.2018 16:00 - 02.05.2018 17:00,3193,40.59666667
02.05.2018 17:00 - 02.05.2018 18:00,3180,38.01
02.05.2018 18:00 - 02.05.2018 19:00,3142,38.07
02.05.2018 19:00 - 02.05.2018 20:00,3144,38.09
02.05.2018 20:00 - 02.05.2018 21:00,3209,38.1
02.05.2018 21:00 - 02.05.2018 22:00,2976,40.69
02.05.2018 22:00 - 02.05.2018 23:00,2664,37.59
02.05.2018 23:00 - 03.05.2018 00:00,2462,36.03
03.05.2018 00:00 - 03.05.2018 01:00,2354,34.23
03.05.2018 01:00 - 03.05.2018 02:00,2305,32.12
03.05.2018 02:00 - 03.05.2018 03:00,2282,31.16
03.05.2018 03:00 - 03.05.2018 04:00,2319,30.53
03.05.2018 04:00 - 03.05.2018 05:00,2405,32.22
03.05.2018 05:00 - 03.05.2018 06:00,2804,35.13
03.05.2018 06:00 - 03.05.2018 07:00,3279,37.64
03.05.2018 07:00 - 03.05.2018 08:00,3616,87.51
03.05.2018 08:00 - 03.05.2018 09:00,3742,164.62
03.05.2018 09:00 - 03.05.2018 10:00,3704,200.03
03.05.2018 10:00 - 03.05.2018 11:00,3684,129.97
03.05.2018 11:00 - 03.05.2018 12:00,3633,93.35
03.05.2018 12:00 - 03.05.2018 13:00,3689,78.11
03.05.2018 13:00 - 03.05.2018 14:00,3669,54.02
03.05.2018 14:00 - 03.05.2018 15:00,3597,37.34333333
03.05.2018 15:00 - 03.05.2018 16:00,3482,36.46
03.05.2018 16:00 - 03.05.2018 17:00,3384,36.49
03.05.2018 17:00 - 03.05.2018 18:00,3349,37.49
03.05.2018 18:00 - 03.05.2018 19:00,3318,41.15
03.05.2018 19:00 - 03.05.2018 20:00,3290,41.56333333
03.05.2018 20:00 - 03.05.2018 21:00,3329,42.72
03.05.2018 21:00 - 03.05.2018 22:00,3105,37.79333333
03.05.2018 22:00 - 03.05.2018 23:00,2772,37.28
03.05.2018 23:00 - 04.05.2018 00:00,2525,35
04.05.2018 00:00 - 04.05.2018 01:00,2464,30
04.05.2018 01:00 - 04.05.2018 02:00,2409,26.07
04.05.2018 02:00 - 04.05.2018 03:00,2401,26.02
04.05.2018 03:00 - 04.05.2018 04:00,2414,28.54
04.05.2018 04:00 - 04.05.2018 05:00,2443,30.08
04.05.2018 05:00 - 04.05.2018 06:00,2682,36.12
04.05.2018 06:00 - 04.05.2018 07:00,3066,38
04.05.2018 07:00 - 04.05.2018 08:00,3394,44.99
04.05.2018 08:00 - 04.05.2018 09:00,3543,52.93
04.05.2018 09:00 - 04.05.2018 10:00,3547,52.71
04.05.2018 10:00 - 04.05.2018 11:00,3540,53.00333333
04.05.2018 11:00 - 04.05.2018 12:00,3475,55.93
04.05.2018 12:00 - 04.05.2018 13:00,3500,51.08
04.05.2018 13:00 - 04.05.2018 14:00,3458,58.53
04.05.2018 14:00 - 04.05.2018 15:00,3402,47.51333333
04.05.2018 15:00 - 04.05.2018 16:00,3308,43.16
04.05.2018 16:00 - 04.05.2018 17:00,3248,43.19
04.05.2018 17:00 - 04.05.2018 18:00,3206,41.29666667
04.05.2018 18:00 - 04.05.2018 19:00,3177,44.09
04.05.2018 19:00 - 04.05.2018 20:00,3158,45.06
04.05.2018 20:00 - 04.05.2018 21:00,3195,43.41333333
04.05.2018 21:00 - 04.05.2018 22:00,3067,42.91666667
04.05.2018 22:00 - 04.05.2018 23:00,2740,36.81
04.05.2018 23:00 - 05.05.2018 00:00,2508,33.96
05.05.2018 00:00 - 05.05.2018 01:00,2479,33.53
05.05.2018 01:00 - 05.05.2018 02:00,2323,30.07
05.05.2018 02:00 - 05.05.2018 03:00,2278,28.03
05.05.2018 03:00 - 05.05.2018 04:00,2271,25.98
05.05.2018 04:00 - 05.05.2018 05:00,2254,25.52
05.05.2018 05:00 - 05.05.2018 06:00,2367,27.02
05.05.2018 06:00 - 05.05.2018 07:00,2612,30.74
05.05.2018 07:00 - 05.05.2018 08:00,2891,34.9
05.05.2018 08:00 - 05.05.2018 09:00,3106,35.51
05.05.2018 09:00 - 05.05.2018 10:00,3176,35.65
05.05.2018 10:00 - 05.05.2018 11:00,3155,35.46
05.05.2018 11:00 - 05.05.2018 12:00,3134,34.97
05.05.2018 12:00 - 05.05.2018 13:00,3102,33.05
05.05.2018 13:00 - 05.05.2018 14:00,3045,31.81
05.05.2018 14:00 - 05.05.2018 15:00,3007,31.38
05.05.2018 15:00 - 05.05.2018 16:00,2964,31.1
05.05.2018 16:00 - 05.05.2018 17:00,2920,31.99
05.05.2018 17:00 - 05.05.2018 18:00,2906,32.99
05.05.2018 18:00 - 05.05.2018 19:00,2891,34.94
05.05.2018 19:00 - 05.05.2018 20:00,2893,35.05
05.05.2018 20:00 - 05.05.2018 21:00,2991,34.91
05.05.2018 21:00 - 05.05.2018 22:00,2884,34.08
05.05.2018 22:00 - 05.05.2018 23:00,2632,31.48
05.05.2018 23:00 - 06.05.2018 00:00,2401,20.8
06.05.2018 00:00 - 06.05.2018 01:00,2285,20.86
06.05.2018 01:00 - 06.05.2018 02:00,2214,21.64
06.05.2018 02:00 - 06.05.2018 03:00,2213,15.02
06.05.2018 03:00 - 06.05.2018 04:00,2214,5.06
06.05.2018 04:00 - 06.05.2018 05:00,2194,4.36
06.05.2018 05:00 - 06.05.2018 06:00,2253,4.22
06.05.2018 06:00 - 06.05.2018 07:00,2433,4.75
06.05.2018 07:00 - 06.05.2018 08:00,2690,14.99
06.05.2018 08:00 - 06.05.2018 09:00,2905,21.1
06.05.2018 09:00 - 06.05.2018 10:00,3000,26.68
06.05.2018 10:00 - 06.05.2018 11:00,2978,25.98
06.05.2018 11:00 - 06.05.2018 12:00,2965,21.3
06.05.2018 12:00 - 06.05.2018 13:00,2937,20.85
06.05.2018 13:00 - 06.05.2018 14:00,2899,18.26
06.05.2018 14:00 - 06.05.2018 15:00,2876,15.6
06.05.2018 15:00 - 06.05.2018 16:00,2860,14.16
06.05.2018 16:00 - 06.05.2018 17:00,2873,20.83
06.05.2018 17:00 - 06.05.2018 18:00,2904,25.09
06.05.2018 18:00 - 06.05.2018 19:00,2922,30.42
06.05.2018 19:00 - 06.05.2018 20:00,2945,33.06
06.05.2018 20:00 - 06.05.2018 21:00,3018,33.53
06.05.2018 21:00 - 06.05.2018 22:00,2873,33.45
06.05.2018 22:00 - 06.05.2018 23:00,2596,30.46
06.05.2018 23:00 - 07.05.2018 00:00,2423,20.88
07.05.2018 00:00 - 07.05.2018 01:00,2366,4.76
07.05.2018 01:00 - 07.05.2018 02:00,2280,4.55
07.05.2018 02:00 - 07.05.2018 03:00,2257,4.76
07.05.2018 03:00 - 07.05.2018 04:00,2284,4.42
07.05.2018 04:00 - 07.05.2018 05:00,2342,4.06
07.05.2018 05:00 - 07.05.2018 06:00,2736,26.45
07.05.2018 06:00 - 07.05.2018 07:00,3207,36.41
07.05.2018 07:00 - 07.05.2018 08:00,3541,41.16
07.05.2018 08:00 - 07.05.2018 09:00,3675,45.14
07.05.2018 09:00 - 07.05.2018 10:00,3671,41.13
07.05.2018 10:00 - 07.05.2018 11:00,3638,40.08
07.05.2018 11:00 - 07.05.2018 12:00,3589,37.99
07.05.2018 12:00 - 07.05.2018 13:00,3646,37.78666667
07.05.2018 13:00 - 07.05.2018 14:00,3591,37.61
07.05.2018 14:00 - 07.05.2018 15:00,3528,36.2
07.05.2018 15:00 - 07.05.2018 16:00,3432,33.66333333
07.05.2018 16:00 - 07.05.2018 17:00,3320,33.62
07.05.2018 17:00 - 07.05.2018 18:00,3253,37.02666667
07.05.2018 18:00 - 07.05.2018 19:00,3209,33.6
07.05.2018 19:00 - 07.05.2018 20:00,3191,34.01
07.05.2018 20:00 - 07.05.2018 21:00,3189,32.2
07.05.2018 21:00 - 07.05.2018 22:00,3044,32.37
07.05.2018 22:00 - 07.05.2018 23:00,2744,14.95
07.05.2018 23:00 - 08.05.2018 00:00,2525,4.26
08.05.2018 00:00 - 08.05.2018 01:00,2318,4.11
08.05.2018 01:00 - 08.05.2018 02:00,2247,15.65666667
08.05.2018 02:00 - 08.05.2018 03:00,2233,15.58333333
